COB_DATE,POSITION_ID,CUSIP,EMPLOYEE_ID,FUND_ID,QUANTITY,NOTIONAL_USD,SCHEDULE,MATURITY_DATE
20180502,20180502C270807154T2A008,C270807154,T2,A008,8000,,,
20180502,20180502BONDT3A011,,T3,A011,,990000,,
20180502,20180502C690248719T4A003,C690248719,T4,A003,86000,,,
20180502,20180502C954078928T4A015,C954078928,T4,A015,85000,,,
20180502,20180502BONDT3A015,,T3,A015,,60000,SEMI-ANNUAL,
20180502,20180502C811250293T4A015,C811250293,T4,A015,55000,,,
20180502,20180502C317648987T2A008,C317648987,T2,A008,80000,,,
20180502,20180502C288998471T2A003,C288998471,T2,A003,20000,,,
20180502,20180502C645474804T5A007,C645474804,T5,A007,89000,,,
20180502,20180502C491534729T5A002,C491534729,T5,A002,74000,,,
20180502,20180502C417359878T4A009,C417359878,T4,A009,40000,,,
20180502,20180502C956810865T2A015,C956810865,T2,A015,46000,,,
20180502,20180502C936333253T4A002,C936333253,T4,A002,79000,,,
20180502,20180502C947476417T2A005,C947476417,T2,A005,35000,,,
20180502,20180502C793685348T4A013,C793685348,T4,A013,16000,,,
20180502,20180502C774787649T2A003,C774787649,T2,A003,40000,,,
20180502,20180502C772969772T5A013,C772969772,T5,A013,90000,,,
20180502,20180502C348312558T3A006,C348312558,T3,A006,91000,,,
20180502,20180502BONDT2A004,,T2,A004,,50000,ANNUAL,20180502
20180502,20180502BONDT2A010,,T2,A010,,230000,,
20180502,20180502C242694825T5A003,C242694825,T5,A003,44000,,,
20180502,20180502C557551824T1A013,C557551824,T1,A013,3000,,,
20180502,20180502BONDT5A000,,T5,A000,,80000,SEMI-ANNUAL,
20180502,20180502BONDT5A000,,T5,A000,,30000,,
20180502,20180502C772969772T4A005,C772969772,T4,A005,92000,,,
20180502,20180502C541596602T1A000,C541596602,T1,A000,33000,,,
20180502,20180502C710231249T3A007,C710231249,T3,A007,13000,,,
20180502,20180502C458497274T1A008,C458497274,T1,A008,2000,,,
20180502,20180502C113609857T3A011,C113609857,T3,A011,32000,,,
20180502,20180502C823054248T3A011,C823054248,T3,A011,87000,,,
20180502,20180502C113609857T2A000,C113609857,T2,A000,34000,,,
20180502,20180502C428352047T2A002,C428352047,T2,A002,57000,,,
20180502,20180502C458497274T5A004,C458497274,T5,A004,34000,,,
20180502,20180502C351197651T4A014,C351197651,T4,A014,22000,,,
20180502,20180502C853829400T4A003,C853829400,T4,A003,47000,,,
20180502,20180502C285291663T5A010,C285291663,T5,A010,98000,,,
20180502,20180502C704813496T4A007,C704813496,T4,A007,73000,,,
20180502,20180502C654238957T1A000,C654238957,T1,A000,31000,,,
20180502,20180502C755456336T1A006,C755456336,T1,A006,12000,,,
20180502,20180502BONDT5A007,,T5,A007,,80000,SEMI-ANNUAL,
20180502,20180502C811250293T4A013,C811250293,T4,A013,58000,,,
20180502,20180502C747097309T1A015,C747097309,T1,A015,40000,,,
20180502,20180502C833889773T3A006,C833889773,T3,A006,26000,,,
20180502,20180502C575310731T4A003,C575310731,T4,A003,98000,,,
20180502,20180502C534956101T5A012,C534956101,T5,A012,27000,,,
20180502,20180502C207240619T2A007,C207240619,T2,A007,87000,,,
20180502,20180502C793833300T2A015,C793833300,T2,A015,48000,,,
20180502,20180502C428352047T2A011,C428352047,T2,A011,80000,,,
20180502,20180502C763405435T1A008,C763405435,T1,A008,4000,,,
20180502,20180502BONDT2A009,,T2,A009,,0,SEMI-ANNUAL,
20180502,20180502C168746412T5A015,C168746412,T5,A015,50000,,,
20180502,20180502BONDT1A013,,T1,A013,,70000,ANNUAL,
20180502,20180502C146500095T2A006,C146500095,T2,A006,61000,,,
20180502,20180502C704813496T1A005,C704813496,T1,A005,15000,,,
20180502,20180502C581066816T4A006,C581066816,T4,A006,26000,,,
20180502,20180502C842853862T5A002,C842853862,T5,A002,52000,,,
20180502,20180502C859618923T2A008,C859618923,T2,A008,3000,,,
20180502,20180502C441864024T5A005,C441864024,T5,A005,2000,,,
20180502,20180502C780779706T4A010,C780779706,T4,A010,6000,,,
20180502,20180502C859618923T4A002,C859618923,T4,A002,94000,,,
20180502,20180502C735399065T5A014,C735399065,T5,A014,87000,,,
20180502,20180502C298891492T4A004,C298891492,T4,A004,36000,,,
20180502,20180502C774787649T4A014,C774787649,T4,A014,98000,,,
20180502,20180502C491534729T1A015,C491534729,T1,A015,18000,,,
20180502,20180502C428352047T5A015,C428352047,T5,A015,83000,,,
20180502,20180502C531620366T3A004,C531620366,T3,A004,12000,,,
20180502,20180502C168746412T4A010,C168746412,T4,A010,61000,,,
20180502,20180502C575312666T4A006,C575312666,T4,A006,32000,,,
20180502,20180502C823054248T1A004,C823054248,T1,A004,78000,,,
20180502,20180502C309653244T2A002,C309653244,T2,A002,5000,,,
20180502,20180502C966634544T4A010,C966634544,T4,A010,27000,,,
20180502,20180502C667933999T4A004,C667933999,T4,A004,86000,,,
20180502,20180502C149922671T2A002,C149922671,T2,A002,2000,,,
20180502,20180502BONDT5A011,,T5,A011,,360000,,
20180502,20180502C298891492T1A015,C298891492,T1,A015,38000,,,
20180502,20180502C627157732T1A012,C627157732,T1,A012,67000,,,
20180503,20180503C639711407T3A013,C639711407,T3,A013,29000,,,
20180503,20180503C557551824T4A007,C557551824,T4,A007,78000,,,
20180503,20180503C146500095T4A010,C146500095,T4,A010,12000,,,
20180503,20180503C113609857T1A007,C113609857,T1,A007,9000,,,
20180503,20180503C207240619T4A009,C207240619,T4,A009,68000,,,
20180503,20180503C457877394T2A010,C457877394,T2,A010,18000,,,
20180503,20180503C335954952T2A000,C335954952,T2,A000,40000,,,
20180503,20180503C842853862T3A008,C842853862,T3,A008,19000,,,
20180503,20180503C501048147T3A002,C501048147,T3,A002,51000,,,
20180503,20180503C645474804T2A009,C645474804,T2,A009,26000,,,
20180503,20180503BONDT4A009,,T4,A009,,0,ANNUAL,20250307
20180503,20180503BONDT5A007,,T5,A007,,60000,ANNUAL,
20180503,20180503C793833300T1A000,C793833300,T1,A000,71000,,,
20180503,20180503C780779706T4A006,C780779706,T4,A006,84000,,,
20180503,20180503C500289558T2A004,C500289558,T2,A004,16000,,,
20180503,20180503C615991809T1A015,C615991809,T1,A015,80000,,,
20180503,20180503C298891492T3A006,C298891492,T3,A006,41000,,,
20180503,20180503BONDT4A007,,T4,A007,,70000,SEMI-ANNUAL,20180503
20180503,20180503C772969772T4A014,C772969772,T4,A014,1000,,,
20180503,20180503BONDT4A005,,T4,A005,,270000,,
20180503,20180503BONDT3A013,,T3,A013,,20000,SEMI-ANNUAL,20250307
20180503,20180503C842853862T1A001,C842853862,T1,A001,23000,,,
20180503,20180503C747097309T1A006,C747097309,T1,A006,43000,,,
20180503,20180503C925055856T5A002,C925055856,T5,A002,59000,,,
20180503,20180503BONDT3A010,,T3,A010,,960000,,
20180503,20180503C774787649T4A005,C774787649,T4,A005,12000,,,
20180503,20180503C645474804T1A008,C645474804,T1,A008,54000,,,
20180503,20180503C579623648T2A011,C579623648,T2,A011,80000,,,
20180503,20180503BONDT2A011,,T2,A011,,60000,ANNUAL,
20180503,20180503C704813496T1A014,C704813496,T1,A014,67000,,,
20180503,20180503C969254604T5A007,C969254604,T5,A007,19000,,,
20180503,20180503BONDT2A014,,T2,A014,,40000,SEMI-ANNUAL,
20180503,20180503C969254604T1A014,C969254604,T1,A014,33000,,,
20180503,20180503C270931603T3A005,C270931603,T3,A005,85000,,,
20180503,20180503C402902400T5A005,C402902400,T5,A005,90000,,,
20180503,20180503C936333253T5A015,C936333253,T5,A015,65000,,,
20180503,20180503C521914858T5A012,C521914858,T5,A012,44000,,,
20180503,20180503BONDT4A011,,T4,A011,,20000,ANNUAL,
20180503,20180503BONDT2A001,,T2,A001,,60000,ANNUAL,
20180503,20180503C441864024T1A008,C441864024,T1,A008,76000,,,
20180503,20180503BONDT2A009,,T2,A009,,90000,ANNUAL,
20180503,20180503BONDT2A013,,T2,A013,,20000,SEMI-ANNUAL,
20180503,20180503C780779706T5A011,C780779706,T5,A011,10000,,,
20180503,20180503BONDT3A012,,T3,A012,,50000,,
20180503,20180503C500289558T3A003,C500289558,T3,A003,18000,,,
20180503,20180503C811348629T1A002,C811348629,T1,A002,85000,,,
20180503,20180503BONDT3A013,,T3,A013,,20000,ANNUAL,
20180503,20180503C793685348T3A014,C793685348,T3,A014,74000,,,
20180503,20180503C551763107T5A011,C551763107,T5,A011,73000,,,
20180503,20180503C404954805T2A008,C404954805,T2,A008,97000,,,
20180503,20180503C531620366T3A001,C531620366,T3,A001,46000,,,
20180503,20180503BONDT4A002,,T4,A002,,170000,,
20180503,20180503C925055856T4A007,C925055856,T4,A007,9000,,,
20180503,20180503C521914858T2A007,C521914858,T2,A007,3000,,,
20180503,20180503C168746412T3A008,C168746412,T3,A008,71000,,,
20180503,20180503C654238957T4A011,C654238957,T4,A011,63000,,,
20180503,20180503C207240619T5A011,C207240619,T5,A011,85000,,,
20180503,20180503C317648987T2A008,C317648987,T2,A008,86000,,,
20180503,20180503C219753848T3A004,C219753848,T3,A004,27000,,,
20180503,20180503C898246678T2A007,C898246678,T2,A007,,,,
20180503,20180503C270807154T2A000,C270807154,T2,A000,86000,,,
20180503,20180503C497714900T1A014,C497714900,T1,A014,34000,,,
20180503,20180503C557551824T5A004,C557551824,T5,A004,56000,,,
20180503,20180503BONDT1A004,,T1,A004,,0,ANNUAL,
20180503,20180503C906008511T4A014,C906008511,T4,A014,33000,,,
20180503,20180503C242694825T5A010,C242694825,T5,A010,35000,,,
20180503,20180503C216547584T4A005,C216547584,T4,A005,43000,,,
20180503,20180503C528162455T2A003,C528162455,T2,A003,37000,,,
20180503,20180503C298891492T5A004,C298891492,T5,A004,60000,,,
20180503,20180503C146500095T1A002,C146500095,T1,A002,73000,,,
20180503,20180503C219753848T4A008,C219753848,T4,A008,93000,,,
20180503,20180503C521914858T5A010,C521914858,T5,A010,15000,,,
20180503,20180503C242694825T4A001,C242694825,T4,A001,98000,,,
20180503,20180503C182368642T1A001,C182368642,T1,A001,13000,,,
20180503,20180503C541596602T2A004,C541596602,T2,A004,48000,,,
20180503,20180503C898246678T2A008,C898246678,T2,A008,93000,,,
20180503,20180503C386947041T3A009,C386947041,T3,A009,63000,,,
20180503,20180503C298891492T3A004,C298891492,T3,A004,71000,,,
20180503,20180503C763405435T5A000,C763405435,T5,A000,94000,,,
20180503,20180503C856299965T1A003,C856299965,T1,A003,21000,,,
20180503,20180503C113609857T5A006,C113609857,T5,A006,39000,,,
20180503,20180503C853829400T5A009,C853829400,T5,A009,4000,,,
20180503,20180503C615991809T5A012,C615991809,T5,A012,65000,,,
20180503,20180503BONDT2A001,,T2,A001,,640000,,
20180503,20180503C627157732T2A004,C627157732,T2,A004,44000,,,
20180503,20180503C182368642T2A014,C182368642,T2,A014,5000,,,
20180503,20180503C500289558T3A009,C500289558,T3,A009,14000,,,
20180503,20180503C216547584T5A005,C216547584,T5,A005,76000,,,
20180503,20180503C457877394T1A010,C457877394,T1,A010,77000,,,
20180503,20180503BONDT3A008,,T3,A008,,70000,SEMI-ANNUAL,
20180503,20180503C402902400T3A006,C402902400,T3,A006,78000,,,
20180503,20180503C246045880T5A006,C246045880,T5,A006,27000,,,
20180503,20180503BONDT2A009,,T2,A009,,30000,ANNUAL,20250307
20180503,20180503C441864024T1A011,C441864024,T1,A011,70000,,,
20180503,20180503C772969772T1A002,C772969772,T1,A002,85000,,,
20180503,20180503C385264889T2A007,C385264889,T2,A007,56000,,,
20180503,20180503C772969772T2A004,C772969772,T2,A004,83000,,,
20180503,20180503C335954952T2A002,C335954952,T2,A002,57000,,,
20180503,20180503BONDT5A008,,T5,A008,,680000,,
20180503,20180503C500289558T3A000,C500289558,T3,A000,21000,,,
20180504,20180504C811348629T4A003,C811348629,T4,A003,88000,,,
20180504,20180504C615991809T3A012,C615991809,T3,A012,17000,,,
20180504,20180504C491534729T3A009,C491534729,T3,A009,46000,,,
20180504,20180504C175210911T4A006,C175210911,T4,A006,70000,,,
20180504,20180504BONDT3A013,,T3,A013,,590000,,
20180504,20180504C746067626T1A004,C746067626,T1,A004,97000,,,
20180504,20180504BONDT3A014,,T3,A014,,260000,,
20180504,20180504C667656750T1A004,C667656750,T1,A004,33000,,,
20180504,20180504C551763107T3A009,C551763107,T3,A009,68000,,,
20180504,20180504C149922671T4A014,C149922671,T4,A014,91000,,,
20180504,20180504C317648987T3A003,C317648987,T3,A003,26000,,,
20180504,20180504C755456336T2A001,C755456336,T2,A001,24000,,,
20180504,20180504C755456336T1A015,C755456336,T1,A015,75000,,,
20180504,20180504C811348629T1A001,C811348629,T1,A001,,,,
20180504,20180504C270931603T4A009,C270931603,T4,A009,68000,,,
20180504,20180504C898246678T3A011,C898246678,T3,A011,93000,,,
20180504,20180504C575310731T3A005,C575310731,T3,A005,82000,,,
20180504,20180504C969254604T3A010,C969254604,T3,A010,57000,,,
20180504,20180504C925055856T2A014,C925055856,T2,A014,33000,,,
20180504,20180504C667656750T5A005,C667656750,T5,A005,16000,,,
20180504,20180504BONDT3A009,,T3,A009,,70000,SEMI-ANNUAL,
20180504,20180504C710231249T5A012,C710231249,T5,A012,55000,,,
20180504,20180504C146500095T5A009,C146500095,T5,A009,15000,,,
20180504,20180504C969254604T5A007,C969254604,T5,A007,52000,,,
20180504,20180504C980362150T5A004,C980362150,T5,A004,14000,,,
20180504,20180504C833889773T1A007,C833889773,T1,A007,9000,,,
20180504,20180504C645474804T2A009,C645474804,T2,A009,37000,,,
20180504,20180504C348312558T1A008,C348312558,T1,A008,86000,,,
20180504,20180504BONDT2A012,,T2,A012,,20000,SEMI-ANNUAL,
20180504,20180504C715608976T5A002,C715608976,T5,A002,94000,,,
20180504,20180504C842853862T5A012,C842853862,T5,A012,56000,,,
20180504,20180504C710231249T3A002,C710231249,T3,A002,1000,,,
20180504,20180504C501048147T1A013,C501048147,T1,A013,14000,,,
20180504,20180504C385264889T4A004,C385264889,T4,A004,34000,,,
20180504,20180504C956810865T2A012,C956810865,T2,A012,41000,,,
20180504,20180504C378155229T3A012,C378155229,T3,A012,66000,,,
20180504,20180504C242694825T3A014,C242694825,T3,A014,76000,,,
20180504,20180504C704813496T1A001,C704813496,T1,A001,63000,,,
20180504,20180504C216547584T3A008,C216547584,T3,A008,99000,,,
20180504,20180504BONDT1A011,,T1,A011,,10000,ANNUAL,20180504
20180504,20180504C168746412T3A009,C168746412,T3,A009,36000,,,
20180504,20180504C710231249T2A010,C710231249,T2,A010,64000,,,
20180504,20180504C746067626T5A011,C746067626,T5,A011,22000,,,
20180504,20180504BONDT4A006,,T4,A006,,70000,SEMI-ANNUAL,20250308
20180504,20180504C270807154T3A011,C270807154,T3,A011,73000,,,
20180504,20180504C298891492T1A010,C298891492,T1,A010,24000,,,
20180504,20180504BONDT3A015,,T3,A015,,30000,ANNUAL,
20180504,20180504BONDT1A001,,T1,A001,,540000,,
20180504,20180504C704813496T3A009,C704813496,T3,A009,16000,,,
20180504,20180504BONDT1A007,,T1,A007,,780000,,
20180504,20180504BONDT1A006,,T1,A006,,80000,ANNUAL,
20180504,20180504BONDT1A007,,T1,A007,,0,SEMI-ANNUAL,
20180504,20180504C645474804T1A012,C645474804,T1,A012,87000,,,
20180504,20180504C853829400T4A008,C853829400,T4,A008,24000,,,
20180504,20180504C404954805T1A012,C404954805,T1,A012,85000,,,
20180504,20180504BONDT3A008,,T3,A008,,440000,,
20180504,20180504C850326527T2A011,C850326527,T2,A011,25000,,,
20180504,20180504BONDT3A015,,T3,A015,,20000,SEMI-ANNUAL,
20180504,20180504C309653244T2A006,C309653244,T2,A006,8000,,,
20180504,20180504C285291663T4A002,C285291663,T4,A002,98000,,,
20180504,20180504C690248719T5A003,C690248719,T5,A003,17000,,,
20180504,20180504C654238957T5A001,C654238957,T5,A001,3000,,,
20180504,20180504C457877394T4A012,C457877394,T4,A012,91000,,,
20180504,20180504C348312558T3A013,C348312558,T3,A013,56000,,,
20180504,20180504C842853862T2A011,C842853862,T2,A011,57000,,,
20180504,20180504C497714900T2A005,C497714900,T2,A005,34000,,,
20180504,20180504BONDT2A013,,T2,A013,,10000,SEMI-ANNUAL,
20180504,20180504C793833300T2A009,C793833300,T2,A009,28000,,,
20180504,20180504C615991809T4A015,C615991809,T4,A015,80000,,,
20180504,20180504BONDT2A010,,T2,A010,,80000,ANNUAL,20180504
20180504,20180504C755456336T1A015,C755456336,T1,A015,95000,,,
20180504,20180504C242694825T5A005,C242694825,T5,A005,35000,,,
20180504,20180504C735399065T3A009,C735399065,T3,A009,83000,,,
20180504,20180504BONDT3A005,,T3,A005,,250000,,
20180504,20180504BONDT3A009,,T3,A009,,90000,ANNUAL,
20180504,20180504BONDT2A010,,T2,A010,,10000,,
20180504,20180504C830334386T4A013,C830334386,T4,A013,93000,,,
20180504,20180504BONDT3A002,,T3,A002,,0,,
20180504,20180504C833889773T1A011,C833889773,T1,A011,16000,,,
20180504,20180504C774787649T1A004,C774787649,T1,A004,20000,,,
20180504,20180504C560457637T5A003,C560457637,T5,A003,59000,,,
20180504,20180504C378155229T3A007,C378155229,T3,A007,48000,,,
20180504,20180504C956810865T3A004,C956810865,T3,A004,49000,,,
20180504,20180504C207240619T2A012,C207240619,T2,A012,38000,,,
20180504,20180504C306428091T2A001,C306428091,T2,A001,41000,,,
20180504,20180504C441864024T1A001,C441864024,T1,A001,54000,,,
20180504,20180504BONDT1A004,,T1,A004,,90000,ANNUAL,
20180504,20180504C491534729T3A011,C491534729,T3,A011,47000,,,
20180504,20180504C627157732T4A002,C627157732,T4,A002,72000,,,
20180504,20180504C704813496T3A002,C704813496,T3,A002,34000,,,
20180504,20180504BONDT2A003,,T2,A003,,310000,,
20180504,20180504BONDT2A001,,T2,A001,,90000,ANNUAL,
20180504,20180504C615991809T1A005,C615991809,T1,A005,94000,,,
20180504,20180504BONDT4A007,,T4,A007,,40000,ANNUAL,
20180504,20180504C746067626T3A002,C746067626,T3,A002,44000,,,
20180504,20180504C113609857T5A014,C113609857,T5,A014,60000,,,
20180504,20180504C755456336T2A013,C755456336,T2,A013,33000,,,
20180504,20180504BONDT4A001,,T4,A001,,10000,ANNUAL,
20180504,20180504C417359878T4A012,C417359878,T4,A012,65000,,,
20180504,20180504C811250293T5A015,C811250293,T5,A015,53000,,,
20180505,20180505C859618923T5A001,C859618923,T5,A001,21000,,,
20180505,20180505C823054248T4A012,C823054248,T4,A012,18000,,,
20180505,20180505C500289558T1A000,C500289558,T1,A000,58000,,,
20180505,20180505C772969772T5A001,C772969772,T5,A001,73000,,,
20180505,20180505C900255546T3A009,C900255546,T3,A009,41000,,,
20180505,20180505BONDT2A008,,T2,A008,,90000,ANNUAL,
20180505,20180505C175210911T4A006,C175210911,T4,A006,24000,,,
20180505,20180505C501048147T2A000,C501048147,T2,A000,88000,,,
20180505,20180505C856299965T3A013,C856299965,T3,A013,32000,,,
20180505,20180505C654238957T1A004,C654238957,T1,A004,49000,,,
20180505,20180505BONDT3A014,,T3,A014,,50000,SEMI-ANNUAL,20250309
20180505,20180505C534956101T1A012,C534956101,T1,A012,63000,,,
20180505,20180505BONDT4A015,,T4,A015,,50000,SEMI-ANNUAL,
20180505,20180505C298891492T5A005,C298891492,T5,A005,40000,,,
20180505,20180505C898246678T4A007,C898246678,T4,A007,35000,,,
20180505,20180505C947476417T3A000,C947476417,T3,A000,17000,,,
20180505,20180505C168746412T4A008,C168746412,T4,A008,63000,,,
20180505,20180505BONDT5A000,,T5,A000,,190000,,
20180505,20180505C207240619T4A010,C207240619,T4,A010,,,,
20180505,20180505C351197651T3A007,C351197651,T3,A007,23000,,,
20180505,20180505C710231249T4A008,C710231249,T4,A008,59000,,,
20180505,20180505C497714900T2A010,C497714900,T2,A010,72000,,,
20180505,20180505C262865085T1A004,C262865085,T1,A004,21000,,,
20180505,20180505C581066816T1A010,C581066816,T1,A010,61000,,,
20180505,20180505C404954805T4A005,C404954805,T4,A005,92000,,,
20180505,20180505C541596602T2A008,C541596602,T2,A008,66000,,,
20180505,20180505C947476417T3A003,C947476417,T3,A003,85000,,,
20180505,20180505BONDT3A001,,T3,A001,,50000,SEMI-ANNUAL,20180505
20180505,20180505C811348629T3A004,C811348629,T3,A004,49000,,,
20180505,20180505C853829400T5A009,C853829400,T5,A009,58000,,,
20180505,20180505C262865085T3A011,C262865085,T3,A011,92000,,,
20180505,20180505C833889773T3A011,C833889773,T3,A011,21000,,,
20180505,20180505C966634544T5A013,C966634544,T5,A013,52000,,,
20180505,20180505C500289558T5A011,C500289558,T5,A011,23000,,,
20180505,20180505C715608976T1A000,C715608976,T1,A000,86000,,,
20180505,20180505C521914858T3A000,C521914858,T3,A000,60000,,,
20180505,20180505C830334386T3A008,C830334386,T3,A008,86000,,,
20180505,20180505C811250293T1A008,C811250293,T1,A008,18000,,,
20180505,20180505C575310731T5A005,C575310731,T5,A005,92000,,,
20180505,20180505C378155229T3A008,C378155229,T3,A008,79000,,,
20180505,20180505C900255546T3A008,C900255546,T3,A008,8000,,,
20180505,20180505C969254604T4A005,C969254604,T4,A005,57000,,,
20180505,20180505C793685348T2A000,C793685348,T2,A000,16000,,,
20180505,20180505C386947041T4A013,C386947041,T4,A013,71000,,,
20180505,20180505BONDT2A007,,T2,A007,,750000,,
20180505,20180505C645474804T3A014,C645474804,T3,A014,86000,,,
20180505,20180505C351197651T3A001,C351197651,T3,A001,93000,,,
20180505,20180505C772969772T2A009,C772969772,T2,A009,2000,,,
20180505,20180505C500289558T5A003,C500289558,T5,A003,34000,,,
20180505,20180505C877349282T2A013,C877349282,T2,A013,20000,,,
20180505,20180505C216547584T5A007,C216547584,T5,A007,78000,,,
20180505,20180505C645474804T2A012,C645474804,T2,A012,50000,,,
20180505,20180505BONDT3A001,,T3,A001,,30000,SEMI-ANNUAL,
20180505,20180505C402902400T5A013,C402902400,T5,A013,20000,,,
20180505,20180505C501048147T1A009,C501048147,T1,A009,45000,,,
20180505,20180505C458497274T2A008,C458497274,T2,A008,65000,,,
20180505,20180505C877349282T2A008,C877349282,T2,A008,27000,,,
20180505,20180505C192395511T2A008,C192395511,T2,A008,64000,,,
20180505,20180505BONDT3A001,,T3,A001,,60000,ANNUAL,
20180505,20180505C581066816T4A004,C581066816,T4,A004,83000,,,
20180505,20180505C348312558T3A011,C348312558,T3,A011,87000,,,
20180505,20180505C704813496T3A003,C704813496,T3,A003,28000,,,
20180505,20180505BONDT1A000,,T1,A000,,50000,SEMI-ANNUAL,20250309
20180505,20180505C557551824T3A007,C557551824,T3,A007,40000,,,
20180505,20180505C956810865T4A007,C956810865,T4,A007,19000,,,
20180505,20180505C216547584T1A013,C216547584,T1,A013,74000,,,
20180505,20180505C627157732T4A002,C627157732,T4,A002,75000,,,
20180505,20180505C242694825T4A009,C242694825,T4,A009,65000,,,
20180505,20180505C936333253T1A015,C936333253,T1,A015,99000,,,
20180505,20180505C936333253T2A014,C936333253,T2,A014,32000,,,
20180505,20180505C309653244T2A002,C309653244,T2,A002,47000,,,
20180505,20180505C850326527T4A010,C850326527,T4,A010,13000,,,
20180505,20180505C168746412T2A006,C168746412,T2,A006,36000,,,
20180505,20180505C501048147T4A008,C501048147,T4,A008,75000,,,
20180505,20180505C317648987T5A010,C317648987,T5,A010,80000,,,
20180505,20180505C534956101T3A005,C534956101,T3,A005,22000,,,
20180505,20180505C639711407T4A013,C639711407,T4,A013,13000,,,
20180505,20180505C168746412T1A003,C168746412,T1,A003,47000,,,
20180505,20180505BONDT1A006,,T1,A006,,530000,,
20180505,20180505C113609857T5A011,C113609857,T5,A011,71000,,,
20180505,20180505C404954805T5A005,C404954805,T5,A005,73000,,,
20180505,20180505C531620366T2A012,C531620366,T2,A012,69000,,,
20180505,20180505C146500095T4A000,C146500095,T4,A000,76000,,,
20180505,20180505C811250293T1A000,C811250293,T1,A000,89000,,,
20180505,20180505C428352047T5A010,C428352047,T5,A010,47000,,,
20180505,20180505C386947041T1A014,C386947041,T1,A014,82000,,,
20180505,20180505C747097309T1A013,C747097309,T1,A013,,,,
20180505,20180505C500289558T5A001,C500289558,T5,A001,32000,,,
20180505,20180505C579623648T1A007,C579623648,T1,A007,35000,,,
20180505,20180505C811250293T4A008,C811250293,T4,A008,98000,,,
20180505,20180505C417359878T5A013,C417359878,T5,A013,23000,,,
20180505,20180505BONDT5A009,,T5,A009,,40000,ANNUAL,
20180505,20180505BONDT5A008,,T5,A008,,70000,SEMI-ANNUAL,
20180505,20180505C192395511T2A009,C192395511,T2,A009,97000,,,
20180505,20180505C575312666T1A014,C575312666,T1,A014,35000,,,
20180505,20180505BONDT3A014,,T3,A014,,0,ANNUAL,
20180505,20180505C317648987T5A014,C317648987,T5,A014,50000,,,
20180505,20180505C432342063T5A000,C432342063,T5,A000,20000,,,
20180505,20180505C947476417T1A003,C947476417,T1,A003,2000,,,
20180505,20180505C956282871T5A010,C956282871,T5,A010,72000,,,
20180506,20180506BONDT1A011,,T1,A011,,330000,,
20180506,20180506C168746412T5A013,C168746412,T5,A013,22000,,,
20180506,20180506C575312666T1A011,C575312666,T1,A011,80000,,,
20180506,20180506C528162455T5A000,C528162455,T5,A000,21000,,,
20180506,20180506C900255546T5A001,C900255546,T5,A001,83000,,,
20180506,20180506C219753848T2A004,C219753848,T2,A004,38000,,,
20180506,20180506C270931603T4A014,C270931603,T4,A014,45000,,,
20180506,20180506C898246678T5A011,C898246678,T5,A011,48000,,,
20180506,20180506C704813496T5A011,C704813496,T5,A011,92000,,,
20180506,20180506C306428091T2A011,C306428091,T2,A011,91000,,,
20180506,20180506C551763107T5A001,C551763107,T5,A001,99000,,,
20180506,20180506C579623648T4A014,C579623648,T4,A014,93000,,,
20180506,20180506C575310731T4A010,C575310731,T4,A010,17000,,,
20180506,20180506C811348629T1A006,C811348629,T1,A006,93000,,,
20180506,20180506C285291663T4A010,C285291663,T4,A010,80000,,,
20180506,20180506C182368642T3A009,C182368642,T3,A009,88000,,,
20180506,20180506C541596602T2A013,C541596602,T2,A013,93000,,,
20180506,20180506BONDT3A008,,T3,A008,,40000,SEMI-ANNUAL,
20180506,20180506C833889773T2A006,C833889773,T2,A006,67000,,,
20180506,20180506C216547584T1A012,C216547584,T1,A012,87000,,,
20180506,20180506C432342063T5A000,C432342063,T5,A000,40000,,,
20180506,20180506C715608976T3A005,C715608976,T3,A005,94000,,,
20180506,20180506BONDT1A000,,T1,A000,,40000,ANNUAL,
20180506,20180506C501048147T1A012,C501048147,T1,A012,80000,,,
20180506,20180506C557551824T4A015,C557551824,T4,A015,63000,,,
20180506,20180506C534956101T4A007,C534956101,T4,A007,38000,,,
20180506,20180506C378155229T5A002,C378155229,T5,A002,8000,,,
20180506,20180506C432342063T2A007,C432342063,T2,A007,89000,,,
20180506,20180506C980362150T3A012,C980362150,T3,A012,68000,,,
20180506,20180506C833889773T5A012,C833889773,T5,A012,12000,,,
20180506,20180506C793833300T1A011,C793833300,T1,A011,69000,,,
20180506,20180506C856847326T5A014,C856847326,T5,A014,77000,,,
20180506,20180506C763405435T2A002,C763405435,T2,A002,75000,,,
20180506,20180506C579623648T3A009,C579623648,T3,A009,31000,,,
20180506,20180506C551763107T2A002,C551763107,T2,A002,92000,,,
20180506,20180506BONDT1A011,,T1,A011,,50000,SEMI-ANNUAL,
20180506,20180506C747097309T4A013,C747097309,T4,A013,11000,,,
20180506,20180506BONDT5A010,,T5,A010,,160000,,
20180506,20180506C980362150T4A008,C980362150,T4,A008,52000,,,
20180506,20180506C441864024T2A000,C441864024,T2,A000,26000,,,
20180506,20180506C168746412T2A003,C168746412,T2,A003,21000,,,
20180506,20180506C528162455T2A012,C528162455,T2,A012,29000,,,
20180506,20180506BONDT1A011,,T1,A011,,550000,,
20180506,20180506C581066816T3A008,C581066816,T3,A008,15000,,,
